Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn,Upsell_Probability,Upsell_Prediction,Confidence_Level,Recommended_Product,Expected_Monthly_Revenue,Priority,Customer_Segment
391-1348,47,37,163.5,77,27.8,203.1,102,17.26,232.0,87,10.44,7.8,4,2.11,2,False,0.3569400624804172,1,Low,Standard Upgrade Package,20.8,LOW,Regular Prospects (Standard Campaign)
408-4174,77,0,163.0,112,27.71,219.1,89,18.62,233.4,66,10.5,6.7,3,1.81,2,False,0.3573803719230739,1,Low,Standard Upgrade Package,21.21,LOW,Regular Prospects (Standard Campaign)
366-4334,98,38,213.7,61,36.33,253.0,104,21.51,207.7,73,9.35,10.7,5,2.89,2,False,0.35945540919098706,1,Low,Standard Upgrade Package,25.59,LOW,Regular Prospects (Standard Campaign)
406-5059,125,36,201.3,117,34.22,42.2,78,3.59,125.7,104,5.66,5.4,3,1.46,1,False,0.3552829732095116,1,Low,Standard Upgrade Package,16.1,LOW,Regular Prospects (Standard Campaign)
373-6784,67,0,310.4,97,52.77,66.5,123,5.65,246.5,99,11.09,9.2,10,2.48,4,False,0.6078515363697814,1,High,Premium Support + Service Upgrade,53.34,HIGH,Problem Solvers (Fix Issues First)
408-3532,194,0,48.4,101,8.23,281.1,138,23.89,218.5,87,9.83,18.2,1,4.91,1,False,0.3564376198265372,1,Low,Standard Upgrade Package,16.88,LOW,Regular Prospects (Standard Campaign)
350-8680,128,40,171.2,88,29.1,145.7,109,12.38,196.8,93,8.86,14.0,6,3.78,1,False,0.3569712940365861,1,Low,Standard Upgrade Package,19.54,LOW,Regular Prospects (Standard Campaign)
398-9870,190,22,166.5,93,28.31,183.0,92,15.56,121.0,102,5.44,8.5,3,2.3,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
343-3356,165,0,216.6,126,36.82,190.8,104,16.22,224.7,123,10.11,12.4,8,3.35,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
415-4609,59,0,107.8,113,18.33,216.6,125,18.41,217.5,92,9.79,9.9,3,2.67,2,False,0.35563719398662913,1,Low,Standard Upgrade Package,17.66,LOW,Regular Prospects (Standard Campaign)
404-5387,47,28,141.3,94,24.02,168.0,108,14.28,113.5,84,5.11,7.8,2,2.11,1,False,0.35478750103964085,1,Low,Standard Upgrade Package,16.28,LOW,Regular Prospects (Standard Campaign)
415-8151,150,29,209.9,77,35.68,158.0,52,13.43,141.9,113,6.39,6.6,1,1.78,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
416-2778,152,20,237.5,120,40.38,253.4,94,21.54,265.2,80,11.93,14.2,3,3.83,9,True,0.7574896871427812,1,High,Emergency Retention Package,89.92,HIGH,At-Risk VIPs (Save Immediately)
393-3300,26,0,234.5,109,39.87,216.5,129,18.4,191.6,94,8.62,3.5,6,0.95,3,False,0.1,0,Low,Basic Service Review,0.69,MINIMAL,Low Priority (Minimal Contact)
391-7661,79,31,103.1,90,17.53,243.0,135,20.66,76.4,92,3.44,12.2,8,3.29,3,False,0.6041424939887864,1,High,Premium Support + Service Upgrade,32.84,HIGH,Problem Solvers (Fix Issues First)
339-4317,95,27,129.5,106,22.02,248.9,90,21.16,268.0,115,12.06,11.9,3,3.21,1,False,0.3575529414107738,1,Low,Standard Upgrade Package,21.16,LOW,Regular Prospects (Standard Campaign)
418-6455,69,0,279.8,90,47.57,248.7,91,21.14,171.0,118,7.69,8.4,10,2.27,2,True,0.7570656716402809,1,High,Emergency Retention Package,90.92,HIGH,At-Risk VIPs (Save Immediately)
378-3508,95,41,136.8,91,23.26,200.8,61,17.07,133.7,67,6.02,10.3,9,2.78,5,True,0.7538916631879643,1,High,Emergency Retention Package,56.1,HIGH,At-Risk VIPs (Save Immediately)
390-9359,31,31,100.1,54,17.02,246.3,97,20.94,255.0,131,11.48,5.9,3,1.59,0,False,0.7,1,Low,Starter Premium Features,28.85,MEDIUM,New Prospects (Gentle Approach)
364-2495,121,31,237.1,63,40.31,205.6,117,17.48,196.7,85,8.85,10.1,5,2.73,4,False,0.6079089140280245,1,High,Premium Support + Service Upgrade,51.41,HIGH,Problem Solvers (Fix Issues First)
364-7719,111,0,172.8,58,29.38,183.1,108,15.56,158.8,104,7.15,7.9,3,2.13,4,True,0.7545568128992325,1,High,Emergency Retention Package,62.07,HIGH,At-Risk VIPs (Save Immediately)
421-1189,157,0,224.5,111,38.17,200.7,99,17.06,116.6,118,5.25,11.5,2,3.11,2,False,0.35875201329335404,1,Low,Standard Upgrade Package,23.15,LOW,Regular Prospects (Standard Campaign)
419-8987,44,0,288.1,112,48.98,258.0,92,21.93,192.4,90,8.66,10.2,4,2.75,3,True,0.7573456591438154,1,High,Emergency Retention Package,95.23,HIGH,At-Risk VIPs (Save Immediately)
402-9980,61,0,78.2,103,13.29,195.9,149,16.65,108.0,100,4.86,10.1,6,2.73,2,False,0.3535902074213722,1,Low,Standard Upgrade Package,13.35,LOW,Regular Prospects (Standard Campaign)
376-5908,65,0,148.7,80,25.28,259.0,94,22.02,149.5,107,6.73,12.7,6,3.43,2,False,0.3570201083716259,1,Low,Standard Upgrade Package,20.75,LOW,Regular Prospects (Standard Campaign)
400-3150,74,25,194.6,84,33.08,119.9,103,10.19,175.5,75,7.9,13.1,2,3.54,2,False,0.35657071785763683,1,Low,Standard Upgrade Package,19.72,LOW,Regular Prospects (Standard Campaign)
336-1749,123,0,159.5,77,27.12,303.8,92,25.82,226.9,120,10.21,12.0,4,3.24,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
420-1259,58,20,194.5,110,33.07,213.7,89,18.16,236.6,92,10.65,9.5,2,2.57,1,False,0.35818147815615303,1,Low,Standard Upgrade Package,23.4,LOW,Regular Prospects (Standard Campaign)
339-7541,74,0,174.1,96,29.6,251.1,94,21.34,257.6,123,11.59,8.3,5,2.24,2,True,0.7556124349964576,1,High,Emergency Retention Package,74.44,HIGH,At-Risk VIPs (Save Immediately)
378-9029,125,0,131.8,97,22.41,136.7,100,11.62,308.2,119,13.87,7.7,6,2.08,2,False,0.3563677807292275,1,Low,Standard Upgrade Package,18.0,LOW,Regular Prospects (Standard Campaign)
342-7514,80,0,160.6,103,27.3,237.0,109,20.15,245.1,88,11.03,10.7,1,2.89,1,False,0.3578804451224051,1,Low,Standard Upgrade Package,22.25,LOW,Regular Prospects (Standard Campaign)
422-4956,53,18,146.8,107,24.96,310.0,84,26.35,178.7,130,8.04,7.2,7,1.94,0,False,0.357622993526711,1,Low,Standard Upgrade Package,22.2,LOW,Regular Prospects (Standard Campaign)
389-8606,99,28,200.7,88,34.12,264.2,116,22.46,172.7,102,7.77,9.1,5,2.46,1,False,0.3588941867896404,1,Low,Standard Upgrade Package,24.33,LOW,Regular Prospects (Standard Campaign)
406-7261,99,0,145.6,106,24.75,98.3,106,8.36,230.8,83,10.39,10.9,5,2.94,1,False,0.35545136768877567,1,Low,Standard Upgrade Package,16.66,LOW,Regular Prospects (Standard Campaign)
417-7973,66,29,229.4,104,39.0,257.4,84,21.88,231.5,119,10.42,8.0,1,2.16,2,False,0.35977352143359514,1,Low,Standard Upgrade Package,26.86,LOW,Regular Prospects (Standard Campaign)
390-2891,97,0,211.0,76,35.87,189.0,100,16.07,123.0,102,5.54,4.7,4,1.27,3,False,0.6061997011572948,1,High,Premium Support + Service Upgrade,43.27,HIGH,Problem Solvers (Fix Issues First)
385-7387,75,37,121.5,97,20.66,271.4,110,23.07,248.7,97,11.19,11.3,5,3.05,2,False,0.3572990955054344,1,Low,Standard Upgrade Package,20.96,LOW,Regular Prospects (Standard Campaign)
362-2776,85,0,216.0,73,36.72,188.2,117,16.0,147.1,98,6.62,3.6,7,0.97,2,False,0.3576212193169412,1,Low,Standard Upgrade Package,21.84,LOW,Regular Prospects (Standard Campaign)
329-1955,108,0,293.0,88,49.81,160.6,101,13.65,143.9,87,6.48,10.0,6,2.7,2,False,0.3598401240249721,1,Low,Standard Upgrade Package,26.57,LOW,Regular Prospects (Standard Campaign)
344-3160,133,32,221.1,137,37.59,264.9,99,22.52,168.9,108,7.6,15.4,4,4.16,2,True,0.7566779690728498,1,High,Emergency Retention Package,82.94,HIGH,At-Risk VIPs (Save Immediately)
406-2454,51,0,181.5,108,30.86,196.9,87,16.74,187.2,119,8.42,10.3,2,2.78,1,False,0.3571209524543192,1,Low,Standard Upgrade Package,21.25,LOW,Regular Prospects (Standard Campaign)
335-3913,186,26,74.3,107,12.63,177.3,116,15.07,296.3,90,13.33,14.5,3,3.92,2,False,0.3560619824987002,1,Low,Standard Upgrade Package,16.17,LOW,Regular Prospects (Standard Campaign)
355-7705,44,0,62.3,92,10.59,275.0,82,23.38,138.7,108,6.24,10.8,3,2.92,1,False,0.35446023669553417,1,Low,Standard Upgrade Package,15.4,LOW,Regular Prospects (Standard Campaign)
410-7108,64,31,228.6,88,38.86,248.5,109,21.12,167.1,124,7.52,9.0,1,2.43,3,False,0.6075819389704666,1,High,Premium Support + Service Upgrade,51.76,HIGH,Problem Solvers (Fix Issues First)
419-1674,44,0,228.1,121,38.78,276.5,79,23.5,279.8,77,12.59,9.9,5,2.67,2,True,0.7568827763838057,1,High,Emergency Retention Package,89.55,HIGH,At-Risk VIPs (Save Immediately)
351-7369,114,36,309.9,90,52.68,200.3,89,17.03,183.5,105,8.26,14.2,2,3.83,1,False,0.3614775205437087,1,Low,Standard Upgrade Package,30.13,LOW,Regular Prospects (Standard Campaign)
349-9566,92,0,201.9,74,34.32,226.8,119,19.28,217.5,80,9.79,13.7,6,3.7,3,False,0.6074139846252056,1,High,Premium Support + Service Upgrade,49.63,HIGH,Problem Solvers (Fix Issues First)
333-3421,110,0,149.8,112,25.47,180.0,93,15.3,140.0,119,6.3,11.7,4,3.16,2,False,0.35613933023106453,1,Low,Standard Upgrade Package,18.07,LOW,Regular Prospects (Standard Campaign)
393-8199,90,30,183.8,76,31.25,229.7,95,19.52,144.1,124,6.48,7.7,3,2.08,1,False,0.3575229332879683,1,Low,Standard Upgrade Package,21.48,LOW,Regular Prospects (Standard Campaign)
388-4879,72,21,186.7,108,31.74,335.0,86,28.48,187.2,119,8.42,16.5,4,4.46,1,False,0.3597664881551512,1,Low,Standard Upgrade Package,26.73,LOW,Regular Prospects (Standard Campaign)
353-6007,113,0,209.4,151,35.6,347.3,113,29.52,246.0,116,11.07,7.4,2,2.0,1,True,0.7573579230097044,1,High,Emergency Retention Package,90.46,HIGH,At-Risk VIPs (Save Immediately)
416-1557,171,25,223.2,77,37.94,183.2,118,15.57,150.8,90,6.79,10.2,3,2.75,3,False,0.6073376118221911,1,High,Premium Support + Service Upgrade,46.63,HIGH,Problem Solvers (Fix Issues First)
356-7217,104,0,164.2,109,27.91,155.4,90,13.21,168.9,117,7.6,10.7,8,2.89,1,False,0.3563306491766822,1,Low,Standard Upgrade Package,18.58,LOW,Regular Prospects (Standard Campaign)
350-2012,165,0,150.5,75,25.59,193.1,93,16.41,311.6,93,14.02,10.3,2,2.78,1,False,0.3582150045297622,1,Low,Standard Upgrade Package,21.35,LOW,Regular Prospects (Standard Campaign)
420-9838,104,0,234.2,128,39.81,293.1,92,24.91,183.9,79,8.28,9.8,6,2.65,0,True,0.7569579198293482,1,High,Emergency Retention Package,87.39,HIGH,At-Risk VIPs (Save Immediately)
373-6379,110,0,55.3,102,9.4,164.7,124,14.0,200.7,108,9.03,10.2,5,2.75,1,False,0.35368883635440207,1,Low,Standard Upgrade Package,12.52,LOW,Regular Prospects (Standard Campaign)
355-7293,90,0,221.8,97,37.71,203.8,134,17.32,215.8,154,9.71,8.4,4,2.27,1,False,0.3588533160391285,1,Low,Standard Upgrade Package,24.4,LOW,Regular Prospects (Standard Campaign)
406-4588,114,0,169.6,85,28.83,58.9,86,5.01,179.3,124,8.07,7.4,8,2.0,1,False,0.35508304996818507,1,Low,Standard Upgrade Package,15.72,LOW,Regular Prospects (Standard Campaign)
345-1524,101,0,89.7,118,15.25,260.1,79,22.11,170.1,93,7.65,13.5,11,3.65,5,True,0.7539232078158572,1,High,Emergency Retention Package,55.57,HIGH,At-Risk VIPs (Save Immediately)
375-8493,117,14,80.2,81,13.63,219.0,103,18.62,122.6,102,5.52,8.6,2,2.32,1,False,0.35452482871493085,1,Low,Standard Upgrade Package,14.32,LOW,Regular Prospects (Standard Campaign)
361-2924,109,0,218.9,105,37.21,299.9,87,25.49,158.6,110,7.14,11.3,4,3.05,2,False,0.3599987755146163,1,Low,Standard Upgrade Package,26.68,LOW,Regular Prospects (Standard Campaign)
359-6163,82,0,125.7,96,21.37,207.6,137,17.65,183.1,103,8.24,12.9,2,3.48,1,False,0.3560463713805078,1,Low,Standard Upgrade Package,18.25,LOW,Regular Prospects (Standard Campaign)
411-8140,92,0,176.3,85,29.97,93.4,125,7.94,207.2,107,9.32,9.6,1,2.59,2,False,0.3559277758662097,1,Low,Standard Upgrade Package,17.91,LOW,Regular Prospects (Standard Campaign)
381-9049,82,29,207.2,111,35.22,254.1,137,21.6,169.3,92,7.62,9.5,5,2.57,2,False,0.35877189423426903,1,Low,Standard Upgrade Package,24.39,LOW,Regular Prospects (Standard Campaign)
344-4478,90,0,205.7,138,34.97,161.9,83,13.76,269.7,104,12.14,12.5,6,3.38,2,False,0.35841655822740115,1,Low,Standard Upgrade Package,23.35,LOW,Regular Prospects (Standard Campaign)
360-2690,87,28,151.4,95,25.74,152.4,97,12.95,250.1,109,11.25,0.0,0,0.0,1,False,0.3559959045230644,1,Low,Standard Upgrade Package,17.96,LOW,Regular Prospects (Standard Campaign)
410-7383,124,0,157.5,70,26.78,130.7,79,11.11,193.4,98,8.7,9.6,4,2.59,3,False,0.6050881289668051,1,High,Premium Support + Service Upgrade,36.07,HIGH,Problem Solvers (Fix Issues First)
356-1889,39,0,160.4,68,27.27,102.6,103,8.72,235.3,106,10.59,9.1,5,2.46,2,False,0.35538088359137804,1,Low,Standard Upgrade Package,17.58,LOW,Regular Prospects (Standard Campaign)
341-2360,84,0,159.0,80,27.03,167.9,128,14.27,167.6,101,7.54,12.3,5,3.32,1,False,0.3562574972484137,1,Low,Standard Upgrade Package,18.78,LOW,Regular Prospects (Standard Campaign)
370-3021,75,46,214.1,62,36.4,200.9,111,17.08,246.8,126,11.11,9.2,6,2.48,0,False,0.35876377559355765,1,Low,Standard Upgrade Package,24.41,LOW,Regular Prospects (Standard Campaign)
336-4656,102,0,102.6,89,17.44,246.0,77,20.91,170.5,140,7.67,9.1,4,2.46,2,False,0.35585777387300255,1,Low,Standard Upgrade Package,17.42,LOW,Regular Prospects (Standard Campaign)
386-2810,62,0,159.7,86,27.15,197.5,76,16.79,121.6,105,5.47,13.9,6,3.75,0,True,0.7541393034714847,1,High,Emergency Retention Package,60.76,HIGH,At-Risk VIPs (Save Immediately)
350-1354,143,0,202.8,109,34.48,165.8,104,14.09,143.9,71,6.48,4.6,4,1.24,1,False,0.3574281552783309,1,Low,Standard Upgrade Package,20.37,LOW,Regular Prospects (Standard Campaign)
346-5707,53,0,57.5,95,9.78,265.5,131,22.57,244.3,128,10.99,11.6,6,3.13,3,False,0.6043257689877464,1,High,Premium Support + Service Upgrade,33.99,HIGH,Problem Solvers (Fix Issues First)
405-8370,30,0,169.9,144,28.88,225.2,118,19.14,169.7,93,7.64,11.4,7,3.08,1,False,0.35693280414858997,1,Low,Standard Upgrade Package,21.21,LOW,Regular Prospects (Standard Campaign)
373-2053,112,0,335.5,77,57.04,212.5,109,18.06,265.0,132,11.93,12.7,8,3.43,2,True,0.7586608481972538,1,High,Emergency Retention Package,105.17,HIGH,At-Risk VIPs (Save Immediately)
369-5222,129,0,139.5,119,23.72,289.3,105,24.59,129.4,97,5.82,13.1,8,3.54,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
347-7420,63,29,142.3,107,24.19,118.7,56,10.09,240.1,91,10.8,6.6,8,1.78,1,False,0.3552409590531504,1,Low,Standard Upgrade Package,16.79,LOW,Regular Prospects (Standard Campaign)
392-6856,28,0,187.8,94,31.93,248.6,86,21.13,208.8,124,9.4,10.6,5,2.86,0,False,0.7,1,Low,Starter Premium Features,37.07,MEDIUM,New Prospects (Gentle Approach)
371-5556,111,0,146.2,55,24.85,261.5,83,22.23,163.2,116,7.34,8.7,3,2.35,3,False,0.6060969648142356,1,High,Premium Support + Service Upgrade,41.79,HIGH,Problem Solvers (Fix Issues First)
334-5337,91,0,231.8,120,39.41,150.6,106,12.8,269.2,129,12.11,11.6,7,3.13,3,False,0.6074580971109761,1,High,Premium Support + Service Upgrade,49.9,HIGH,Problem Solvers (Fix Issues First)
334-8817,90,0,193.7,83,32.93,154.2,79,13.11,299.0,60,13.46,12.7,3,3.43,1,False,0.3582210179066374,1,Low,Standard Upgrade Package,22.85,LOW,Regular Prospects (Standard Campaign)
339-1405,151,0,156.4,108,26.59,233.4,118,19.84,195.7,141,8.81,7.7,6,2.08,4,False,0.606469151189106,1,High,Premium Support + Service Upgrade,42.26,HIGH,Problem Solvers (Fix Issues First)
380-7742,105,29,220.7,82,37.52,217.7,110,18.5,190.5,100,8.57,13.2,6,3.56,1,True,0.7561007553464799,1,High,Emergency Retention Package,78.47,HIGH,At-Risk VIPs (Save Immediately)
329-6191,41,37,239.8,110,40.77,221.9,115,18.86,189.1,100,8.51,7.3,1,1.97,2,False,0.35893736730967307,1,Low,Standard Upgrade Package,25.54,LOW,Regular Prospects (Standard Campaign)
340-3075,48,43,172.0,111,29.24,200.2,64,17.02,233.1,96,10.49,8.0,5,2.16,1,False,0.3571637036638684,1,Low,Standard Upgrade Package,21.29,LOW,Regular Prospects (Standard Campaign)
416-5849,166,35,128.2,138,21.79,274.5,113,23.33,298.9,130,13.45,8.8,7,2.38,2,False,0.3586248959190041,1,Low,Standard Upgrade Package,22.17,LOW,Regular Prospects (Standard Campaign)
334-7443,79,0,130.2,119,22.13,290.9,121,24.73,194.8,140,8.77,14.0,6,3.78,3,False,0.6062747991712301,1,High,Premium Support + Service Upgrade,43.76,HIGH,Problem Solvers (Fix Issues First)
394-9121,153,0,195.4,107,33.22,154.6,96,13.14,142.8,97,6.43,11.6,6,3.13,1,False,0.3574375795175447,1,Low,Standard Upgrade Package,20.24,LOW,Regular Prospects (Standard Campaign)
383-1657,110,0,293.3,79,49.86,188.5,90,16.02,266.9,91,12.01,14.5,4,3.92,0,True,0.7576801955872796,1,High,Emergency Retention Package,94.76,HIGH,At-Risk VIPs (Save Immediately)
347-4112,163,0,191.3,89,32.52,193.9,87,16.48,268.4,121,12.08,12.8,4,3.46,1,False,0.3591075061081727,1,Low,Standard Upgrade Package,23.53,LOW,Regular Prospects (Standard Campaign)
362-8280,126,0,122.4,88,20.81,143.8,111,12.22,157.0,106,7.07,11.5,3,3.11,1,False,0.3551011507726016,1,Low,Standard Upgrade Package,15.47,LOW,Regular Prospects (Standard Campaign)
402-9982,105,33,209.6,68,35.63,146.9,140,12.49,121.0,131,5.44,10.6,3,2.86,2,False,0.3570852232474708,1,Low,Standard Upgrade Package,20.38,LOW,Regular Prospects (Standard Campaign)
392-8905,172,0,215.7,140,36.67,146.3,84,12.44,264.6,83,11.91,7.1,1,1.92,3,False,0.6074054409729035,1,High,Premium Support + Service Upgrade,46.56,HIGH,Problem Solvers (Fix Issues First)
392-5512,126,0,161.4,110,27.44,220.6,125,18.75,249.2,78,11.21,5.1,2,1.38,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
351-6384,97,0,144.2,91,24.51,226.7,137,19.27,144.6,72,6.51,13.8,4,3.73,3,False,0.6055777653036601,1,High,Premium Support + Service Upgrade,39.69,HIGH,Problem Solvers (Fix Issues First)
348-8015,95,37,220.2,109,37.43,185.3,99,15.75,205.1,82,9.23,4.1,2,1.11,0,True,0.7555305866698954,1,High,Emergency Retention Package,72.98,HIGH,At-Risk VIPs (Save Immediately)
374-6966,87,0,256.2,105,43.55,160.7,102,13.66,249.4,80,11.22,7.4,2,2.0,4,False,0.6078345652477608,1,High,Premium Support + Service Upgrade,52.18,HIGH,Problem Solvers (Fix Issues First)
328-2236,97,0,112.7,119,19.16,217.7,109,18.5,152.1,76,6.84,6.5,5,1.76,1,False,0.3554104594535311,1,Low,Standard Upgrade Package,16.59,LOW,Regular Prospects (Standard Campaign)
372-6497,76,0,299.5,125,50.92,226.7,92,19.27,210.7,134,9.48,13.7,4,3.7,0,True,0.7576400600786543,1,High,Emergency Retention Package,96.56,HIGH,At-Risk VIPs (Save Immediately)
417-8617,140,0,194.8,107,33.12,170.9,99,14.53,225.1,93,10.13,13.9,4,3.75,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
361-9621,169,0,100.8,112,17.14,230.0,69,19.55,193.6,95,8.71,9.5,2,2.57,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
421-2723,68,22,82.5,97,14.03,289.9,94,24.64,180.0,114,8.1,4.8,4,1.3,3,False,0.6046187250763018,1,High,Premium Support + Service Upgrade,35.2,HIGH,Problem Solvers (Fix Issues First)
327-9341,122,34,146.4,104,24.89,89.7,103,7.62,220.0,91,9.9,15.6,4,4.21,2,False,0.35565704099770823,1,Low,Standard Upgrade Package,16.74,LOW,Regular Prospects (Standard Campaign)
383-5474,36,0,177.9,129,30.24,224.6,87,19.09,306.3,102,13.78,10.8,6,2.92,2,False,0.35833283097151475,1,Low,Standard Upgrade Package,23.99,LOW,Regular Prospects (Standard Campaign)
328-8147,120,27,153.5,84,26.1,194.0,73,16.49,256.5,94,11.54,10.2,7,2.75,5,False,0.6062146813607011,1,High,Premium Support + Service Upgrade,41.89,HIGH,Problem Solvers (Fix Issues First)
373-5438,121,0,150.7,105,25.62,197.3,133,16.77,169.0,116,7.61,9.2,15,2.48,1,False,0.35665004150089724,1,Low,Standard Upgrade Package,18.92,LOW,Regular Prospects (Standard Campaign)
333-9253,64,19,180.1,106,30.62,127.5,92,10.84,237.4,118,10.68,7.5,3,2.03,0,False,0.3564672614938863,1,Low,Standard Upgrade Package,19.52,LOW,Regular Prospects (Standard Campaign)
347-9421,13,31,265.3,94,45.1,147.6,95,12.55,259.3,117,11.67,12.9,1,3.48,1,False,0.3591610621911987,1,Low,Standard Upgrade Package,26.55,LOW,Regular Prospects (Standard Campaign)
419-3167,106,0,128.6,83,21.86,134.0,114,11.39,210.6,113,9.48,11.4,2,3.08,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
414-4162,88,0,161.5,92,27.46,173.5,108,14.75,206.2,95,9.28,7.9,4,2.13,2,False,0.35658023927330484,1,Low,Standard Upgrade Package,19.33,LOW,Regular Prospects (Standard Campaign)
416-5341,74,0,165.3,120,28.1,198.5,106,16.87,208.5,102,9.38,9.8,3,2.65,1,False,0.35704066801581397,1,Low,Standard Upgrade Package,20.59,LOW,Regular Prospects (Standard Campaign)
368-8600,83,0,195.0,92,33.15,210.5,83,17.89,180.6,92,8.13,11.0,13,2.97,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
336-6085,49,0,213.8,79,36.35,265.1,93,22.53,239.8,128,10.79,15.6,7,4.21,0,False,0.7,1,Low,Starter Premium Features,42.04,MEDIUM,New Prospects (Gentle Approach)
377-1479,111,24,205.5,114,34.94,219.3,99,18.64,215.9,95,9.72,14.0,4,3.78,1,False,0.3590501272109345,1,Low,Standard Upgrade Package,24.45,LOW,Regular Prospects (Standard Campaign)
360-2107,50,22,252.9,112,42.99,177.9,99,15.12,158.4,146,7.13,8.5,4,2.3,3,False,0.6071043127932148,1,High,Premium Support + Service Upgrade,49.9,HIGH,Problem Solvers (Fix Issues First)
405-9384,153,28,235.6,74,40.05,227.9,37,19.37,170.3,103,7.66,15.4,9,4.16,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
420-5179,88,0,192.0,91,32.64,127.6,127,10.85,155.6,125,7.0,7.5,5,2.03,1,False,0.35631575773869073,1,Low,Standard Upgrade Package,18.91,LOW,Regular Prospects (Standard Campaign)
331-3174,131,39,69.1,122,11.75,101.3,136,8.61,104.8,94,4.72,9.1,4,2.46,0,False,0.05,0,High,Loyalty Appreciation Package,0.0,DO NOT CONTACT,Happy Loyalists (Preserve Relationship)
411-5958,79,0,261.7,97,44.49,210.6,48,17.9,256.7,83,11.55,6.0,3,1.62,3,True,0.7568190207801656,1,High,Emergency Retention Package,87.24,HIGH,At-Risk VIPs (Save Immediately)
333-8180,140,0,235.5,81,40.04,257.2,130,21.86,103.1,111,4.64,11.5,4,3.11,2,False,0.3596395538715933,1,Low,Standard Upgrade Package,25.45,LOW,Regular Prospects (Standard Campaign)
357-2679,105,0,213.4,100,36.28,204.9,52,17.42,179.7,93,8.09,9.5,6,2.57,1,False,0.3585042702960905,1,Low,Standard Upgrade Package,23.4,LOW,Regular Prospects (Standard Campaign)
396-2867,54,39,206.9,143,35.17,127.8,72,10.86,199.2,120,8.96,9.2,1,2.48,3,False,0.6057428375601375,1,High,Premium Support + Service Upgrade,42.25,HIGH,Problem Solvers (Fix Issues First)
341-9443,87,22,263.8,65,44.85,103.4,115,8.79,208.1,109,9.36,8.5,3,2.3,3,False,0.6070560575429508,1,High,Premium Support + Service Upgrade,48.24,HIGH,Problem Solvers (Fix Issues First)
341-4103,96,31,183.4,126,31.18,195.5,106,16.62,180.1,93,8.1,10.5,5,2.84,1,False,0.3574864477737156,1,Low,Standard Upgrade Package,21.26,LOW,Regular Prospects (Standard Campaign)
416-8701,79,0,157.6,85,26.79,194.1,92,16.5,231.5,86,10.42,9.4,10,2.54,5,True,0.754652609755258,1,High,Emergency Retention Package,64.41,HIGH,At-Risk VIPs (Save Immediately)
397-6109,55,0,175.6,147,29.85,161.8,118,13.75,289.5,55,13.03,9.3,4,2.51,0,False,0.35729096853753545,1,Low,Standard Upgrade Package,21.39,LOW,Regular Prospects (Standard Campaign)
392-5587,130,0,242.5,101,41.23,102.8,114,8.74,142.4,89,6.41,9.3,2,2.51,2,False,0.3577013773484582,1,Low,Standard Upgrade Package,21.34,LOW,Regular Prospects (Standard Campaign)
392-9342,34,0,151.0,102,25.67,131.4,101,11.17,186.6,86,8.4,9.9,7,2.67,0,False,0.7,1,Low,Starter Premium Features,27.06,MEDIUM,New Prospects (Gentle Approach)
368-2845,139,0,138.1,103,23.48,164.5,100,13.98,134.9,63,6.07,8.3,2,2.24,1,False,0.35563222135952394,1,Low,Standard Upgrade Package,16.43,LOW,Regular Prospects (Standard Campaign)
405-4920,109,0,264.7,69,45.0,305.0,120,25.93,197.4,86,8.88,9.5,9,2.57,1,True,0.7577468081811626,1,High,Emergency Retention Package,95.45,HIGH,At-Risk VIPs (Save Immediately)
348-7484,65,31,282.3,70,47.99,152.0,89,12.92,225.5,93,10.15,12.0,4,3.24,1,False,0.35982371281379955,1,Low,Standard Upgrade Package,27.17,LOW,Regular Prospects (Standard Campaign)
338-5207,63,0,211.2,80,35.9,237.7,93,20.2,259.2,58,11.66,12.3,2,3.32,0,False,0.35936328310768817,1,Low,Standard Upgrade Package,25.94,LOW,Regular Prospects (Standard Campaign)
